unique-id,title,authors,doi,pmid,eissn,issn,advanced_online_year,year,month,journal,number,volume,pages
WOS:000406366000090,Targeted DNA methylation in human cells using engineered dCas9-methyltransferases,"Xiong,Tina|Meister,Glenna E.|Workman,Rachael E.|Kato,Nathaniel C.|Spellberg,Michael J.|Turker,Fulya|Timp,Winston|Ostermeier,Marc|Novina,Carl D.",10.1038/s41598-017-06757-0,28751638,,2045-2322,,2017,July,SCIENTIFIC REPORTS,,7,
WOS:A1997YJ92400011,Cytosine methylation targetted to pre-determined sequences,"Xu,GL|Bestor,TH",10.1038/ng1297-376,9398832,,1061-4036,,1997,December,NATURE GENETICS,4,17,376-378
WOS:000346964900001,Gene targeting using the Agrobacterium tumefaciens-mediated CRISPR-Cas system in rice,"Xu,Rongfang|Li,Hao|Qin,Ruiying|Wang,Lu|Li,Li|Wei,Pengcheng|Yang,Jianbo",10.1186/s12284-014-0005-6,24920971,1939-8433,1939-8425,,2014,May,RICE,,7,
WOS:000358957500007,Sequence determinants of improved CRISPR sgRNA design,"Xu,Han|Xiao,Tengfei|Chen,Chen-Hao|Li,Wei|Meyer,Clifford A.|Wu,Qiu|Wu,Di|Cong,Le|Zhang,Feng|Liu,Jun S.|Brown,Myles|Liu,X. Shirley",10.1101/gr.191452.115,26063738,1549-5469,1088-9051,,2015,August,GENOME RESEARCH,8,25,1147-1157
WOS:000414793800001,A CRISPR-based approach for targeted DNA demethylation,"Xu,Xingxing|Tao,Yonghui|Gao,Xiaobo|Zhang,Lei|Li,Xufang|Zou,Weiguo|Ruan,Kangcheng|Wang,Feng|Xu,Guo-liang|Hu,Ronggui",10.1038/celldisc.2016.9,27462456,2056-5968,,,2016,May,CELL DISCOVERY,,2,
WOS:000342988600055,CRISPR-mediated direct mutation of cancer genes in the mouse liver,"Xue,Wen|Chen,Sidi|Yin,Hao|Tammela,Tuomas|Papagiannakopoulos,Thales|Joshi,Nikhil S.|Cai,Wenxin|Yang,Gillian|Bronson,Roderick|Crowley,Denise G.|Zhang,Feng|Anderson,Daniel G.|Sharp,Phillip A.|Jacks,Tyler",10.1038/nature13589,25119044,1476-4687,0028-0836,,2014,October,NATURE,7522,514,380+
WOS:000396431900016,Crystal Structure of the Minimal Cas9 from Campylobacter jejuni Reveals the Molecular Diversity in the CRISPR-Cas9 Systems,"Yamada,Mari|Watanabe,Yuto|Gootenberg,Jonathan S.|Hirano,Hisato|Ran,F. Ann|Nakane,Takanori|Ishitani,Ryuichiro|Zhang,Feng|Nishimasu,Hiroshi|Nureki,Osamu",10.1016/j.molcel.2017.02.007,28306506,1097-4164,1097-2765,,2017,March,MOLECULAR CELL,6,65,1109+
WOS:000263826500012,"mRNA Interferases, Sequence-Specific Endoribonucleases from the Toxin-Antitoxin Systems","Yamaguchi,Yoshihiro|Inouye,Masayori",10.1016/S0079-6603(08)00812-X,19215780,,1877-1173,,2009,,,,85,467-500
WOS:000400912200007,Allele-specific ablation rescues electrophysiological abnormalities in a human iPS cell model of long-QT syndrome with a CALM2 mutation,"Yamamoto,Yuta|Makiyama,Takeru|Harita,Takeshi|Sasaki,Kenichi|Wuriyanghai,Yimin|Hayano,Mamoru|Nishiuchi,Suguru|Kohjitani,Hirohiko|Hirose,Sayako|Chen,Jiarong|Yokoi,Fumika|Ishikawa,Taisuke|Ohno,Seiko|Chonabayashi,Kazuhisa|Motomura,Hideki|Yoshida,Yoshinori|Horie,Minoru|Makita,Naomasa|Kimura,Takeshi",10.1093/hmg/ddx073,28335032,1460-2083,0964-6906,,2017,May,HUMAN MOLECULAR GENETICS,9,26,1670-1677
WOS:000375800300021,Crystal Structure of Cpf1 in Complex with Guide RNA and Target DNA,"Yamano,Takashi|Nishimasu,Hiroshi|Zetsche,Bernd|Hirano,Hisato|Slaymaker,Ian M.|Li,Yinqing|Fedorova,Iana|Nakane,Takanori|Makarova,Kira S.|Koonin,Eugene V.|Ishitani,Ryuichiro|Zhang,Feng|Nureki,Osamu",10.1016/j.cell.2016.04.003,27114038,1097-4172,0092-8674,,2016,May,CELL,4,165,949-962
WOS:000396429800016,GARLH Family Proteins Stabilize GABA(A) Receptors at Synapses,"Yamasaki,Tokiwa|Hoyos-Ramirez,Erika|Martenson,James S.|Morimoto-Tomita,Megumi|Tomita,Susumu",10.1016/j.neuron.2017.02.023,28279354,1097-4199,0896-6273,,2017,March,NEURON,5,93,1138+
WOS:000427419400008,Genome-wide CRISPR-Cas9 Screen Identifies Leukemia-Specific Dependence on a Pre-mRNA Metabolic Pathway Regulated by DCPS,"Yamauchi,Takuji|Masuda,Takeshi|Canver,Matthew C.|Seiler,Michael|Semba,Yuichiro|Shboul,Mohammad|Al-Raqad,Mohammed|Maeda,Manami|Schoonenberg,Vivien A. C.|Cole,Mitchel A.|Macias-Trevino,Claudio|Ishikawa,Yuichi|Yao,Qiuming|Nakano,Michitaka|Arai,Fumio|Orkin,Stuart H.|Reversade,Bruno|Buonamici,Silvia|Pinello,Luca|Akashi,Koichi|Bauer,Daniel E.|Maeda,Takahiro",10.1016/j.ccell.2018.01.012,29478914,1878-3686,1535-6108,,2018,March,CANCER CELL,3,33,386+
WOS:000401222100001,BLISS is a versatile and quantitative method for genome-wide profiling of DNA double-strand breaks,"Yan,Winston X.|Mirzazadeh,Reza|Garnerone,Silvano|Scott,David|Schneider,Martin W.|Kallas,Tomasz|Custodio,Joaquin|Wernersson,Erik|Li,Yinqing|Gao,Linyi|Federova,Yana|Zetsche,Bernd|Zhang,Feng|Bienko,Magda|Crosetto,Nicola",10.1038/ncomms15058,28497783,,2041-1723,,2017,May,NATURE COMMUNICATIONS,,8,
WOS:000430536000014,Cas13d Is a Compact RNA-Targeting Type VI CRISPR Effector Positively Modulated by a WYL-Domain-Containing Accessory Protein,"Yan,Winston X.|Chong,Shaorong|Zhang,Huaibin|Makarova,Kira S.|Koonin,Eugene V.|Cheng,David R.|Scott,David A.",10.1016/j.molcel.2018.02.028,29551514,1097-4164,1097-2765,,2018,April,MOLECULAR CELL,2,70,327+
WOS:000455315800067,Functionally diverse type V CRISPR-Cas systems,"Yan,Winston X.|Hunnewell,Pratyusha|Alfonse,Lauren E.|Carte,Jason M.|Keston-Smith,Elise|Sothiselvam,Shanmugapriya|Garrity,Anthony J.|Chong,Shaorong|Makarova,Kira S.|Koonin,Eugene V.|Cheng,David R.|Scott,David A.",10.1126/science.aav7271,30523077,1095-9203,0036-8075,,2019,January,SCIENCE,6422,363,88+
WOS:000238660400050,Amplification of the entire kanamycin biosynthetic gene cluster during empirical strain improvement of Streptomyces kanamyceticus,"Yanai,Koji|Murakami,Takeshi|Bibb,Mervyn",10.1073/pnas.0603251103,16766657,,0027-8424,,2006,June,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,25,103,9661-9666
WOS:A1996UM40300059,Efficient integration of an intron RNA into double-stranded DNA by reverse splicing,"Yang,J|Zimmerly,S|Perlman,PS|Lambowitz,AM",10.1038/381332a0,8692273,,0028-0836,,1996,May,NATURE,6580,381,332-335
WOS:000324239300023,One-Step Generation of Mice Carrying Reporter and Conditional Alleles by CRISPR/Cas-Mediated Genome Engineering,"Yang,Hui|Wang,Haoyi|Shivalila,Chikdu S.|Cheng,Albert W.|Shi,Linyu|Jaenisch,Rudolf",10.1016/j.cell.2013.08.022,23992847,1097-4172,0092-8674,,2013,September,CELL,6,154,1370-1379
WOS:000326044700027,Optimization of scarless human stem cell genome editing,"Yang,Luhan|Guell,Marc|Byrne,Susan|Yang,Joyce L.|Angeles,Alejandro|Mali,Prashant|Aach,John|Kim-Kiselak,Caroline|Briggs,Adrian W.|Rios,Xavier|Huang,Po-Yi|Daley,George|Church,George",10.1093/nar/gkt555,23907390,1362-4962,0305-1048,,2013,October,NUCLEIC ACIDS RESEARCH,19,41,9049-9061
WOS:000340039700013,Generating genetically modified mice using CRISPR/Cas-mediated genome engineering,"Yang,Hui|Wang,Haoyi|Jaenisch,Rudolf",10.1038/nprot.2014.134,25058643,1750-2799,1754-2189,,2014,August,NATURE PROTOCOLS,8,9,1956-1968
WOS:000366422600046,Genome-wide inactivation of porcine endogenous retroviruses (PERVs),"Yang,Luhan|Gueell,Marc|Niu,Dong|George,Haydy|Lesha,Emal|Grishin,Dennis|Aach,John|Shrock,Ellen|Xu,Weihong|Poci,Juergen|Cortazio,Rebeca|Wilkinson,Robert A.|Fishman,Jay A.|Church,George",10.1126/science.aad1191,26456528,1095-9203,0036-8075,,2015,November,SCIENCE,6264,350,1101-1104
WOS:000371802600031,A dual AAV system enables the Cas9-mediated correction of a metabolic liver disease in newborn mice,"Yang,Yang|Wang,Lili|Bell,Peter|McMenamin,Deirdre|He,Zhenning|White,John|Yu,Hongwei|Xu,Chenyu|Morizono,Hiroki|Musunuru,Kiran|Batshaw,Mark L.|Wilson,James M.",10.1038/nbt.3469,26829317,1546-1696,1087-0156,,2016,March,NATURE BIOTECHNOLOGY,3,34,334+
WOS:000386651600001,Engineering and optimising deaminase fusions for genome editing,"Yang,Luhan|Briggs,Adrian W.|Chew,Wei|Mali,Prashant|Guell,Marc|Aach,John|Goodman,Daniel|Cox,David|Kan,Yinan|Lesha,Emal|Soundararajan,Venkataramanan|Zhang,Feng|Church,George",10.1038/ncomms13330,27804970,,2041-1723,,2016,November,NATURE COMMUNICATIONS,,7,
WOS:000393114700019,PAM-Dependent Target DNA Recognition and Cleavage by C2c1 CRISPR-Cas Endonuclease,"Yang,Hui|Gao,Pu|Rajashankar,Kanagalaghatta R.|Patel,Dinshaw J.",10.1016/j.cell.2016.11.053,27984729,1097-4172,0092-8674,,2016,December,CELL,7,167,1814+
WOS:000374953000001,CRISPR/Cas9: Implications for Modeling and Therapy of Neurodegenerative Diseases,"Yang,Weili|Tu,Zhuchi|Sun,Qiang|Li,Xiao-Jiang",10.3389/fnmol.2016.00030,27199655,,1662-5099,,2016,April,FRONTIERS IN MOLECULAR NEUROSCIENCE,,9,
WOS:000396265500004,New CRISPR-Cas systems discovered,"Yang,Hui|Patel,Dinshaw J.",10.1038/cr.2017.21,28220773,1748-7838,1001-0602,,2017,March,CELL RESEARCH,3,27,313-314
WOS:000511321700001,CRISPR screening strategies for microRNA target identification,"Yang,Bing|McJunkin,Katherine",10.1111/febs.15218,31975506,1742-4658,1742-464X,,2020,July,FEBS JOURNAL,14,287,2914-2922
WOS:000338118900062,Seamless modification of wild-type induced pluripotent stem cells to the natural CCR5 Delta 32 mutation confers resistance to HIV infection,"Ye,Lin|Wang,Jiaming|Beyer,Ashley I.|Teque,Fernando|Cradick,Thomas J.|Qi,Zhongxia|Chang,Judy C.|Bao,Gang|Muench,Marcus O.|Yu,Jingwei|Levy,Jay A.|Kan,Yuet",10.1073/pnas.1407473111,24927590,,0027-8424,,2014,July,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,26,111,9591-9596
WOS:000340701000002,Somatic mosaicism and allele complexity induced by CRISPR/Cas9 RNA injections in mouse zygotes,"Yen,Shuo-Ting|Zhang,Min|Deng,Jian|Usman,Shireen J.|Smith,Chad N.|Parker-Thornburg,Jan|Swinton,Paul G.|Martin,James F.|Behringer,Richard R.",10.1016/j.ydbio.2014.06.017,24984260,1095-564X,0012-1606,,2014,September,DEVELOPMENTAL BIOLOGY,1,393,3-9
WOS:000390623900006,CRISPR-Cas9 therapeutics in cancer: promising strategies and present challenges,"Yi,Lang|Li,Jinming",10.1016/j.bbcan.2016.09.002,27641687,1879-2561,0304-419X,,2016,December,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,2,1866,197-207
WOS:000188825800008,The structural mechanism of translocation and helicase activity in T7 RNA polymerase,"Yin,YW|Steitz,TA",10.1016/S0092-8674(04)00120-5,15016374,1097-4172,0092-8674,,2004,February,CELL,3,116,393-404
WOS:000337233800017,Genome Editing with Cas9 in Adult Mice Corrects a Disease Mutation and Phenotype,"Yin,Hao|Xue,Wen|Chen,Sidi|Bogorad,Roman L.|Benedetti,Eric|Grompe,Markus|Koteliansky,Victor|Sharp,Phillip A.|Jacks,Tyler|Anderson,Daniel G.",10.1038/nbt.2884,24681508,1546-1696,1087-0156,,2014,June,Nature Biotechnology,6,32,551-553
WOS:000371802600030,Therapeutic genome editing by combined viral and non-viral delivery of CRISPR system components in vivo,"Yin,Hao|Song,Chun-Qing|Dorkin,Joseph R.|Zhu,Lihua J.|Li,Yingxiang|Wu,Qiongqiong|Park,Angela|Yang,Junghoon|Suresh,Sneha|Bizhanova,Aizhan|Gupta,Ankit|Bolukbasi,Mehmet F.|Walsh,Stephen|Bogorad,Roman L.|Gao,Guangping|Weng,Zhiping|Dong,Yizhou|Koteliansky,Victor|Wolfe,Scot A.|Langer,Robert|Xue,Wen|Anderson,Daniel G.",10.1038/nbt.3471,26829318,1546-1696,1087-0156,,2016,March,NATURE BIOTECHNOLOGY,3,34,328+
WOS:000305829000040,Proteins and DNA elements essential for the CRISPR adaptation process in Escherichia coli,"Yosef,Ido|Goren,Moran G.|Qimron,Udi",10.1093/nar/gks216,22402487,1362-4962,0305-1048,,2012,July,NUCLEIC ACIDS RESEARCH,12,40,5569-5576
WOS:000369022600014,ssODN-mediated knock-in with CRISPR-Cas for large genomic regions in zygotes,"Yoshimi,Kazuto|Kunihiro,Yayoi|Kaneko,Takehito|Nagahora,Hitoshi|Voigt,Birger|Mashimo,Tomoji",10.1038/ncomms10431,26786405,,2041-1723,,2016,January,NATURE COMMUNICATIONS,,7,
WOS:000236446400033,Functional disruption of the prion protein gene in cloned goats,"Yu,GH|Chen,JQ|Yu,HQ|Liu,SG|Chen,J|Xu,XJ|Sha,HY|Zhang,XF|Wu,GX|Xu,SF|Cheng,GX",10.1099/vir.0.81384-0,16528053,1465-2099,0022-1317,,2006,April,JOURNAL OF GENERAL VIROLOGY,4,87,1019-1027
WOS:000324174200024,Highly Efficient Genome Modifications Mediated by CRISPR/Cas9 in Drosophila,"Yu,Zhongsheng|Ren,Mengda|Wang,Zhanxiang|Zhang,Bo|Rong,Yikang S.|Jiao,Renjie|Gao,Guanjun",10.1534/genetics.113.153825,23833182,,1943-2631,,2013,September,GENETICS,1,195,289+
WOS:000349455000010,Small Molecules Enhance CRISPR Genome Editing in Pluripotent Stem Cells,"Yu,Chen|Liu,Yanxia|Ma,Tianhua|Liu,Kai|Xu,Shaohua|Zhang,Yu|Liu,Honglei|Russa,Marie|Xie,Min|Ding,Sheng|Qi,Lei S.",10.1016/j.stem.2015.01.003,25658371,1875-9777,1934-5909,,2015,February,CELL STEM CELL,2,16,142-147
WOS:000302364700021,Zinc-finger Nuclease Editing of Human cxcr4 Promotes HIV-1 CD4(+) T Cell Resistance and Enrichment,"Yuan,Jinyun|Wang,Jianbin|Crain,Karen|Fearns,Colleen|Kim,Kenneth A.|Hua,Kevin L.|Gregory,Philip D.|Holmes,Michael C.|Torbett,Bruce E.",10.1038/mt.2011.310,22273578,,1525-0016,,2012,April,MOLECULAR THERAPY,4,20,849-859
WOS:000209918700047,A marker-free system for highly efficient construction of vaccinia virus vectors using CRISPR Cas9,"Yuan,Ming|Gao,Xuefei|Chard,Louisa S.|Ali,Zarah|Ahmed,Jahangir|Li,Yunqing|Liu,Pentao|Lemoine,Nick R.|Wang,Yaohe",10.1038/mtm.2015.35,26417609,2329-0501,,,2015,,MOLECULAR THERAPY-METHODS \& CLINICAL DEVELOPMENT,,2,
WOS:000240988200042,Reassembly of shattered chromosomes in Deinococcus radiodurans,"Zahradka,Ksenija|Slade,Dea|Bailone,Adriana|Sommer,Suzanne|Averbeck,Dietrich|Petranovic,Mirjana|Lindner,Ariel B.|Radman,Miroslav",10.1038/nature05160,17006450,,0028-0836,,2006,October,NATURE,7111,443,569-573
WOS:000403826100002,CRISPR-Cpf1: A New Tool for Plant Genome Editing,"Zaidi,Syed|Mahfouz,Magdy M.|Mansoor,Shahid",10.1016/j.tplants.2017.05.001,28532598,1878-4372,1360-1385,,2017,July,TRENDS IN PLANT SCIENCE,7,22,550-553
WOS:000347923200029,Engineering Complex Synthetic Transcriptional Programs with CRISPR RNA Scaffolds,"Zalatan,Jesse G.|Lee,Michael E.|Almeida,Ricardo|Gilbert,Luke A.|Whitehead,Evan H.|Russa,Marie|Tsai,Jordan C.|Weissman,Jonathan S.|Dueber,John E.|Qi,Lei S.|Lim,Wendell A.",10.1016/j.cell.2014.11.052,25533786,1097-4172,0092-8674,,2015,January,CELL,1-2,160,339-350
WOS:000261628100022,Interaction between Bacteriophage DMS3 and Host CRISPR Region Inhibits Group Behaviors of Pseudomonas aeruginosa,"Zegans,Michael E.|Wagner,Jeffrey C.|Cady,Kyle C.|Murphy,Daniel M.|Hammond,John H.|O'Toole,George A.",10.1128/JB.00797-08,18952788,1098-5530,0021-9193,,2009,January,JOURNAL OF BACTERIOLOGY,1,191,210-219
WOS:000364828900027,Cpf1 Is a Single RNA-Guided Endonuclease of a Class 2 CRISPR-Cas System,"Zetsche,Bernd|Gootenberg,Jonathan S.|Abudayyeh,Omar O.|Slaymaker,Ian M.|Makarova,Kira S.|Essletzbichler,Patrick|Volz,Sara E.|Joung,Julia|van der Oost,John|Regev,Aviv|Koonin,Eugene V.|Zhang,Feng",10.1016/j.cell.2015.09.038,26422227,1097-4172,0092-8674,,2015,October,CELL,3,163,759-771
WOS:000349198800015,A split-Cas9 architecture for inducible genome editing and transcription modulation,"Zetsche,Bernd|Volz,Sara E.|Zhang,Feng",10.1038/nbt.3149,25643054,1546-1696,1087-0156,,2015,February,NATURE BIOTECHNOLOGY,2,33,139-142
WOS:000392460800019,Multiplex gene editing by CRISPR-Cpf1 using a single crRNA array,"Zetsche,Bernd|Heidenreich,Matthias|Mohanraju,Prarthana|Fedorova,Iana|Kneppers,Jeroen|DeGennaro,Ellen M.|Winblad,Nerges|Choudhury,Sourav R.|Abudayyeh,Omar O.|Gootenberg,Jonathan S.|Wu,Wen Y.|Scott,David A.|Severinov,Konstantin|Oost,John|Zhang,Feng",10.1038/nbt.3737,27918548,1546-1696,1087-0156,,2017,January,NATURE BIOTECHNOLOGY,1,35,31-34
WOS:000379935300008,No ethical divide between China and the West in human embryo research,"Zhai,Xiaomei|Ng,Vincent|Lie,Reidar",10.1111/dewb.12108,26791577,1471-8847,1471-8731,,2016,August,DEVELOPING WORLD BIOETHICS,2,16,116-120
WOS:000245438300032,Multimodal fast optical interrogation of neural circuitry,"Zhang,Feng|Wang,Li-Ping|Brauner,Martin|Liewald,Jana F.|Kay,Kenneth|Watzke,Natalie|Wood,Phillip G.|Bamberg,Ernst|Nagel,Georg|Gottschalk,Alexander|Deisseroth,Karl",10.1038/nature05744,17410168,1476-4687,0028-0836,,2007,April,NATURE,7136,446,633-U4
WOS:000275575900004,"Mycobacterium tuberculosis complex CRISPR genotyping: improving efficiency, throughput and discriminative power of `spoligotyping' with new spacers and a microbead-based hybridization assay","Zhang,Jian|Abadia,Edgar|Refregier,Guislaine|Tafaj,Silva|Boschiroli,Maria|Guillard,Bertrand|Andremont,Antoine|Ruimy,Raymond|Sola,Christophe",10.1099/jmm.0.016949-0,19959631,1473-5644,0022-2615,,2010,March,JOURNAL OF MEDICAL MICROBIOLOGY,3,59,285-294
WOS:000287023000022,Efficient construction of sequence-specific TAL effectors for modulating mammalian transcription,"Zhang,Feng|Cong,Le|Lodato,Simona|Kosuri,Sriram|Church,George M.|Arlotta,Paola",10.1038/nbt.1775,21248753,1546-1696,1087-0156,,2011,February,NATURE BIOTECHNOLOGY,2,29,149-U90
WOS:000310298700001,Effect of Composting on Dissolved Organic Matter in Animal Manure and Its Binding with Cu,"Zhang,Fengsong|Li,Yanxia|Xiong,Xiong|Yang,Ming|Li,Wei",10.1100/2012/289896,23125554,,1537-744X,,2012,,SCIENTIFIC WORLD JOURNAL,,,
WOS:000300481100006,Structure and Mechanism of the CMR Complex for CRISPR-Mediated Antiviral Immunity,"Zhang,Jing|Rouillon,Christophe|Kerou,Melina|Reeks,Judith|Brugger,Kim|Graham,Shirley|Reimann,Julia|Cannone,Giuseppe|Liu,Huanting|Albers,Sonja-Verena|Naismith,James H.|Spagnolo,Laura|White,Malcolm F.",10.1016/j.molcel.2011.12.013,22227115,,1097-2765,,2012,February,MOLECULAR CELL,3,45,303-313
WOS:000319893600005,Processing-Independent CRISPR RNAs Limit Natural Transformation in Neisseria meningitidis,"Zhang,Yan|Heidrich,Nadja|Ampattu,Biju|Gunderson,Carl W.|Seifert,H. Steven|Schoen,Christoph|Vogel,Joerg|Sontheimer,Erik J.",10.1016/j.molcel.2013.05.001,23706818,1097-4164,1097-2765,,2013,May,MOLECULAR CELL,4,50,488-503
WOS:000339488200016,The CRISPR/Cas9 system produces specific and homozygous targeted gene editing in rice in one generation,"Zhang,Hui|Zhang,Jinshan|Wei,Pengliang|Zhang,Botao|Gou,Feng|Feng,Zhengyan|Mao,Yanfei|Yang,Lan|Zhang,Heng|Xu,Nanfei|Zhu,Jian-Kang",10.1111/pbi.12200,24854982,1467-7652,1467-7644,,2014,August,PLANT BIOTECHNOLOGY JOURNAL,6,12,797-807
WOS:000349825700006,"CRISPR/Cas9 for genome editing: progress, implications and challenges","Zhang,Feng|Wen,Yan|Guo,Xiong",10.1093/hmg/ddu125,24651067,1460-2083,0964-6906,,2014,September,HUMAN MOLECULAR GENETICS,1,23,R40-R46
WOS:000368913300001,Off-target Effects in CRISPR/Cas9-mediated Genome Engineering,"Zhang,Xiao-Hui|Tee,Louis Y.|Wang,Xiao-Gang|Huang,Qun-Shan|Yang,Shi-Hua",10.1038/mtna.2015.37,26575098,,2162-2531,,2015,November,MOLECULAR THERAPY-NUCLEIC ACIDS,,4,
WOS:000362083000002,CRISPR/Cas9: Prospects and Challenges,"Zhang,Feng",10.1089/hum.2015.29002.fzh,26176430,1557-7422,1043-0342,,2015,July,HUMAN GENE THERAPY,7,26,409-410
WOS:000382394600001,Efficient Production of Gene-Modified Mice using Staphylococcus aureus Cas9,"Zhang,Xiya|Liang,Puping|Ding,Chenhui|Zhang,Zhen|Zhou,Jianwen|Xie,Xiaowei|Huang,Rui|Sun,Ying|Sun,Hongwei|Zhang,Jinran|Xu,Yanwen|Songyang,Zhou|Huang,Junjiu",10.1038/srep32565,27586692,,2045-2322,,2016,September,SCIENTIFIC REPORTS,,6,
WOS:000379015600045,A CRISPR screen defines a signal peptide processing pathway required by flaviviruses,"Zhang,Rong|Miner,Jonathan J.|Gorman,Matthew J.|Rausch,Keiko|Ramage,Holly|White,James P.|Zuiani,Adam|Zhang,Ping|Fernandez,Estefania|Zhang,Qiang|Dowd,Kimberly A.|Pierson,Theodore C.|Cherry,Sara|Diamond,Michael S.",10.1038/nature18625,27383988,1476-4687,0028-0836,,2016,July,NATURE,7610,535,164+
WOS:000379620200027,FOXA1 defines cancer cell specificity,"Zhang,Gaihua|Zhao,Yongbing|Liu,Yi|Kao,Li-Pin|Wang,Xiao|Skerry,Benjamin|Li,Zhaoyu",10.1126/sciadv.1501473,27034986,,2375-2548,,2016,March,SCIENCE ADVANCES,3,2,
WOS:000383663700001,Efficient and transgene-free genome editing in wheat through transient expression of CRISPR/Cas9 DNA or RNA,"Zhang,Yi|Liang,Zhen|Zong,Yuan|Wang,Yanpeng|Liu,Jinxing|Chen,Kunling|Qiu,Jin-Long|Gao,Caixia",10.1038/ncomms12617,27558837,,2041-1723,,2016,August,NATURE COMMUNICATIONS,,7,
WOS:000414222900054,Reversing SKI-SMAD4-mediated suppression is essential for T(H)17 cell differentiation,"Zhang,Song|Takaku,Motoki|Zou,Liyun|Gu,Ai-di|Chou,Wei-chun|Zhang,Ge|Wu,Bing|Kong,Qing|Thomas,Seddon Y.|Serody,Jonathan S.|Chen,Xian|Xu,Xiaojiang|Wade,Paul A.|Cook,Donald N.|Ting,Jenny P. Y.|Wan,Yisong Y.",10.1038/nature24283,29072299,1476-4687,0028-0836,,2017,November,NATURE,7678,551,105+
WOS:000451782300009,Structural insights into Cas13b-guided CRISPR RNA maturation and recognition,"Zhang,Bo|Ye,Weiwei|Ye,Yangmiao|Zhou,Huan|Saeed,Abdullah F. U. H.|Chen,Jing|Lin,Jinying|Perculija,Vanja|Chen,Qi|Chen,Chun-Jung|Chang,Ming-Xian|Choudhary,Muhammad|Ouyang,Songying",10.1038/s41422-018-0109-4,30425321,1748-7838,1001-0602,,2018,December,CELL RESEARCH,12,28,1198-1201
WOS:000445120000025,Structural Basis for the RNA-Guided Ribonuclease Activity of CRISPR-Cas13d,"Zhang,Cheng|Konermann,Silvana|Brideau,Nicholas J.|Lotfy,Peter|Wu,Xuebing|Novick,Scott J.|Strutzenberg,Timothy|Griffin,Patrick R.|Hsu,Patrick D.|Lyumkis,Dmitry",10.1016/j.cell.2018.09.001,30241607,1097-4172,0092-8674,,2018,September,CELL,1,175,212+
WOS:000440852700007,CRISPR/Cas9-mediated specific integration of fat-1 at the goat MSTN locus,"Zhang,Ju|Cui,Meng-Lan|Nie,Yong-Wei|Dai,Bai|Li,Fei-Ran|Liu,Dong-Jun|Liang,Hao|Cang,Ming",10.1111/febs.14520,29802684,1742-4658,1742-464X,,2018,August,FEBS JOURNAL,15,285,2828-2839
WOS:000440946500001,Development and application of CRISPR/Cas9 technologies in genomic editing,"Zhang,Cui|Quan,Renfu|Wang,Jinfu",10.1093/hmg/ddy120,29659822,1460-2083,0964-6906,,2018,August,HUMAN MOLECULAR GENETICS,R2,27,R79-R88
WOS:000534571400005,Development of CRISPR-Cas systems for genome editing and beyond,"Zhang,F.",10.1017/S0033583519000052,,1469-8994,0033-5835,,2019,,QUARTERLY REVIEWS OF BIOPHYSICS,,52,
WOS:000331215800007,Sequence-specific inhibition of microRNA via CRISPR/CRISPRi system,"Zhao,Yicheng|Dai,Zhen|Liang,Yang|Yin,Ming|Ma,Kuiying|He,Mei|Ouyang,Hongsheng|Teng,Chun-Bo",10.1038/srep03943,24487629,,2045-2322,,2014,February,SCIENTIFIC REPORTS,,4,
WOS:000354106200006,Harnessing the clustered regularly interspaced short palindromic repeat (CRISPR)/CRISPR-associated Cas9 system to disrupt the hepatitis B virus,"Zhen,S.|Hua,L.|Liu,Y-H|Gao,L-C|Fu,J.|Wan,D-Y|Dong,L-H|Song,H-F|Gao,X.",10.1038/gt.2015.2,25652100,1476-5462,0969-7128,,2015,May,GENE THERAPY,5,22,404-412
